scaff	start	end	gene	haplo	order	Ds	SEDs	Dn	SEDn	geneY.x	ortho	geneY.y	St	orderchp
Mvlyc1064A1_A1	406221	406819	Mvlyc1064A1_A1_g147.t1	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g2317.t1	OG0001002	Mvlyc1064A1_A2_g2317.t1	406221	143
Mvlyc1064A1_A1	407531	411380	Mvlyc1064A1_A1_g148.t1	Mvlyc1064A1	N	0.0201	0.0049	0.0126	0.0026	Mvlyc1064A1_A2_g1653.t1	OG0001003	Mvlyc1064A1_A2_g1653.t1	407531	144
Mvlyc1064A1_A1	411533	413382	Mvlyc1064A1_A1_g149.t1	Mvlyc1064A1	N	0.027	0.0082	0.0089	0.0032	Mvlyc1064A1_A2_g1654.t1	OG0001004	Mvlyc1064A1_A2_g1654.t1	411533	145
Mvlyc1064A1_A1	414379	415494	Mvlyc1064A1_A1_g150.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	414379	146
Mvlyc1064A1_A1	416903	421996	Mvlyc1064A1_A1_g151.t7	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	416903	147
Mvlyc1064A1_A1	422409	425646	Mvlyc1064A1_A1_g152.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	422409	148
Mvlyc1064A1_A1	425882	426096	Mvlyc1064A1_A1_g153.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	425882	149
Mvlyc1064A1_A1	426307	426845	Mvlyc1064A1_A1_g154.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	426307	150
Mvlyc1064A1_A1	428160	429655	Mvlyc1064A1_A1_g155.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	428160	151
Mvlyc1064A1_A1	430336	432154	Mvlyc1064A1_A1_g156.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	430336	152
Mvlyc1064A1_A1	435660	438544	Mvlyc1064A1_A1_g157.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	435660	153
Mvlyc1064A1_A1	438773	443354	Mvlyc1064A1_A1_g159.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	438773	155
Mvlyc1064A1_A1	443565	444653	Mvlyc1064A1_A1_g160.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	443565	156
Mvlyc1064A1_A1	446382	447232	Mvlyc1064A1_A1_g161.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	446382	157
Mvlyc1064A1_A1	450086	454228	Mvlyc1064A1_A1_g162.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	450086	158
Mvlyc1064A1_A1	454943	459085	Mvlyc1064A1_A1_g163.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	454943	159
Mvlyc1064A1_A1	459170	464677	Mvlyc1064A1_A1_g164.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	459170	160
Mvlyc1064A1_A1	465575	467434	Mvlyc1064A1_A1_g165.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	465575	161
Mvlyc1064A1_A1	471540	472718	Mvlyc1064A1_A1_g166.t1	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g1860.t1	OG0001006	Mvlyc1064A1_A2_g1860.t1	471540	162
Mvlyc1064A1_A1	473140	476235	Mvlyc1064A1_A1_g167.t2	Mvlyc1064A1	N	0.0133	0.0045	0.0052	0.0017	Mvlyc1064A1_A2_g1859.t2	OG0001007	Mvlyc1064A1_A2_g1859.t2	473140	163
Mvlyc1064A1_A1	480075	481871	Mvlyc1064A1_A1_g168.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	480075	164
Mvlyc1064A1_A1	483384	486105	Mvlyc1064A1_A1_g169.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	483384	165
Mvlyc1064A1_A1	488672	494733	Mvlyc1064A1_A1_g170.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	488672	166
Mvlyc1064A1_A1	495361	496389	Mvlyc1064A1_A1_g171.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	495361	167
Mvlyc1064A1_A1	497616	498962	Mvlyc1064A1_A1_g172.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	497616	168
Mvlyc1064A1_A1	499248	503389	Mvlyc1064A1_A1_g173.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	499248	169
Mvlyc1064A1_A1	504633	508763	Mvlyc1064A1_A1_g174.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	504633	170
Mvlyc1064A1_A1	509610	512252	Mvlyc1064A1_A1_g176.t3	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	509610	171
Mvlyc1064A1_A1	512318	513436	Mvlyc1064A1_A1_g177.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	512318	172
Mvlyc1064A1_A1	516570	517663	Mvlyc1064A1_A1_g178.t1	Mvlyc1064A1	N	0.0348	0.0144	0.0378	0.0095	Mvlyc1064A1_A2_g2151.t2	OG0001009	Mvlyc1064A1_A2_g2151.t2	516570	173
Mvlyc1064A1_A1	518039	518521	Mvlyc1064A1_A1_g179.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	518039	174
Mvlyc1064A1_A1	518867	520347	Mvlyc1064A1_A1_g181.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	518867	175
Mvlyc1064A1_A1	520500	520845	Mvlyc1064A1_A1_g182.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	520500	176
Mvlyc1064A1_A1	521317	523455	Mvlyc1064A1_A1_g184.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	521317	177
Mvlyc1064A1_A1	525538	526703	Mvlyc1064A1_A1_g185.t2	Mvlyc1064A1	N	0.0794	0.0239	0.0295	0.0081	Mvlyc1064A1_A2_g1707.t1	OG0001010	Mvlyc1064A1_A2_g1707.t1	525538	178
Mvlyc1064A1_A1	527481	528105	Mvlyc1064A1_A1_g186.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	527481	179
Mvlyc1064A1_A1	529522	529888	Mvlyc1064A1_A1_g187.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	529522	180
Mvlyc1064A1_A1	530216	533296	Mvlyc1064A1_A1_g188.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	530216	181
Mvlyc1064A1_A1	533493	533836	Mvlyc1064A1_A1_g189.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	533493	182
Mvlyc1064A1_A1	536191	537432	Mvlyc1064A1_A1_g191.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	536191	184
Mvlyc1064A1_A1	537555	539351	Mvlyc1064A1_A1_g192.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	537555	185
Mvlyc1064A1_A1	542621	544478	Mvlyc1064A1_A1_g193.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	542621	186
Mvlyc1064A1_A1	545893	546933	Mvlyc1064A1_A1_g194.t1	Mvlyc1064A1	N	0.0283	0.009	0.0152	0.0048	Mvlyc1064A1_A2_g1811.t1	OG0001012	Mvlyc1064A1_A2_g1811.t1	545893	187
Mvlyc1064A1_A1	547576	548488	Mvlyc1064A1_A1_g195.t1	Mvlyc1064A1	N	0.0475	0.0195	0.0096	0.0048	Mvlyc1064A1_A2_g1812.t1	OG0001013	Mvlyc1064A1_A2_g1812.t1	547576	188
Mvlyc1064A1_A1	548898	550850	Mvlyc1064A1_A1_g196.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	548898	189
Mvlyc1064A1_A1	551158	551514	Mvlyc1064A1_A1_g197.t1	Mvlyc1064A1	N	0.0584	0.0265	0.0105	0.0074	Mvlyc1064A1_A2_g1786.t1	OG0001014	Mvlyc1064A1_A2_g1786.t1	551158	190
Mvlyc1064A1_A1	552007	553387	Mvlyc1064A1_A1_g198.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	552007	191
Mvlyc1064A1_A1	553558	553782	Mvlyc1064A1_A1_g199.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	553558	192
Mvlyc1064A1_A1	554146	556682	Mvlyc1064A1_A1_g200.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	554146	193
Mvlyc1064A1_A1	556919	560716	Mvlyc1064A1_A1_g201.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	556919	194
Mvlyc1064A1_A1	561730	562398	Mvlyc1064A1_A1_g202.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	561730	195
Mvlyc1064A1_A1	563058	566720	Mvlyc1064A1_A1_g203.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	563058	196
Mvlyc1064A1_A1	568714	570477	Mvlyc1064A1_A1_g204.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	568714	197
Mvlyc1064A1_A1	571927	576021	Mvlyc1064A1_A1_g205.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	571927	198
Mvlyc1064A1_A1	576504	577851	Mvlyc1064A1_A1_g206.t1	Mvlyc1064A1	N	0.1594	0.0251	0.0717	0.0094	Mvlyc1064A1_A2_g2410.t1	OG0001015	Mvlyc1064A1_A2_g2410.t1	576504	199
Mvlyc1064A1_A1	578151	581054	Mvlyc1064A1_A1_g207.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	578151	200
Mvlyc1064A1_A1	581878	584313	Mvlyc1064A1_A1_g208.t1	Mvlyc1064A1	N	0.0346	0.0077	0.0147	0.0031	Mvlyc1064A1_A2_g1528.t1	OG0001016	Mvlyc1064A1_A2_g1528.t1	581878	201
Mvlyc1064A1_A1	591394	593532	Mvlyc1064A1_A1_g209.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	591394	202
Mvlyc1064A1_A1	594004	594565	Mvlyc1064A1_A1_g210.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	594004	203
Mvlyc1064A1_A1	594740	599035	Mvlyc1064A1_A1_g211.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	594740	204
Mvlyc1064A1_A1	599417	599930	Mvlyc1064A1_A1_g212.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	599417	205
Mvlyc1064A1_A1	600859	601483	Mvlyc1064A1_A1_g213.t1	Mvlyc1064A1	N	0.0243	0.0141	0.0121	0.0054	Mvlyc1064A1_A2_g2670.t1	OG0001017	Mvlyc1064A1_A2_g2670.t1	600859	206
Mvlyc1064A1_A1	603990	608454	Mvlyc1064A1_A1_g214.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	603990	207
Mvlyc1064A1_A1	608918	611810	Mvlyc1064A1_A1_g216.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	608918	208
Mvlyc1064A1_A1	613296	614267	Mvlyc1064A1_A1_g218.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	613296	209
Mvlyc1064A1_A1	616404	620052	Mvlyc1064A1_A1_g219.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	616404	210
Mvlyc1064A1_A1	621126	622892	Mvlyc1064A1_A1_g220.t1	Mvlyc1064A1	N	0.0439	0.0119	0.0137	0.0042	Mvlyc1064A1_A2_g1817.t1	OG0001019	Mvlyc1064A1_A2_g1817.t1	621126	211
Mvlyc1064A1_A1	625922	627133	Mvlyc1064A1_A1_g221.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	625922	212
Mvlyc1064A1_A1	627293	629206	Mvlyc1064A1_A1_g222.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	627293	213
Mvlyc1064A1_A1	630415	635395	Mvlyc1064A1_A1_g223.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	630415	214
Mvlyc1064A1_A1	637034	638270	Mvlyc1064A1_A1_g224.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	637034	215
Mvlyc1064A1_A1	639136	639932	Mvlyc1064A1_A1_g225.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	639136	216
Mvlyc1064A1_A1	641110	650774	Mvlyc1064A1_A1_g226.t1	Mvlyc1064A1	N	0.0348	0.0059	0.0104	0.0018	Mvlyc1064A1_A2_g1530.t2	OG0001020	Mvlyc1064A1_A2_g1530.t2	641110	217
Mvlyc1064A1_A1	653184	657645	Mvlyc1064A1_A1_g227.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	653184	218
Mvlyc1064A1_A1	661306	661590	Mvlyc1064A1_A1_g228.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	661306	219
Mvlyc1064A1_A1	663988	665415	Mvlyc1064A1_A1_g229.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	663988	220
Mvlyc1064A1_A1	666745	667143	Mvlyc1064A1_A1_g230.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	666745	221
Mvlyc1064A1_A1	667810	671393	Mvlyc1064A1_A1_g231.t1	Mvlyc1064A1	N	0.0292	0.0059	0.0116	0.0022	Mvlyc1064A1_A2_g1419.t1	OG0001021	Mvlyc1064A1_A2_g1419.t1	667810	222
Mvlyc1064A1_A1	672463	679013	Mvlyc1064A1_A1_g232.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	672463	223
Mvlyc1064A1_A1	679143	681507	Mvlyc1064A1_A1_g233.t1	Mvlyc1064A1	N	0.0373	0.0097	0.0148	0.0035	Mvlyc1064A1_A2_g1874.t1	OG0001022	Mvlyc1064A1_A2_g1874.t1	679143	224
Mvlyc1064A1_A1	682868	683359	Mvlyc1064A1_A1_g234.t1	Mvlyc1064A1	N	0.0847	0.0264	0.0632	0.0141	Mvlyc1064A1_A2_g1667.t1	OG0001023	Mvlyc1064A1_A2_g1667.t1	682868	225
Mvlyc1064A1_A1	683668	685846	Mvlyc1064A1_A1_g235.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	683668	226
Mvlyc1064A1_A1	686455	686829	Mvlyc1064A1_A1_g236.t1	Mvlyc1064A1	N	0.0647	0.0267	0.0373	0.0119	Mvlyc1064A1_A2_g1816.t1	OG0001024	Mvlyc1064A1_A2_g1816.t1	686455	227
Mvlyc1064A1_A1	689811	690217	Mvlyc1064A1_A1_g237.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	689811	228
Mvlyc1064A1_A1	690280	690676	Mvlyc1064A1_A1_g238.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	690280	229
Mvlyc1064A1_A1	696730	700002	Mvlyc1064A1_A1_g239.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	696730	230
Mvlyc1064A1_A1	700350	701471	Mvlyc1064A1_A1_g240.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	700350	231
Mvlyc1064A1_A1	704230	705173	Mvlyc1064A1_A1_g242.t1	Mvlyc1064A1	N	0.079	0.0181	0.0259	0.0067	Mvlyc1064A1_A2_g2343.t1	OG0001026	Mvlyc1064A1_A2_g2343.t1	704230	233
Mvlyc1064A1_A1	706792	707460	Mvlyc1064A1_A1_g243.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	706792	234
Mvlyc1064A1_A1	709596	710756	Mvlyc1064A1_A1_g244.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	709596	235
Mvlyc1064A1_A1	713060	718328	Mvlyc1064A1_A1_g245.t1	Mvlyc1064A1	N	0.0248	0.0042	0.0134	0.0021	Mvlyc1064A1_A2_g2048.t1	OG0001027	Mvlyc1064A1_A2_g2048.t1	713060	236
Mvlyc1064A1_A1	718774	719371	Mvlyc1064A1_A1_g246.t1	Mvlyc1064A1	N	0.0263	0.0142	0.0377	0.0108	Mvlyc1064A1_A2_g2047.t1	OG0001028	Mvlyc1064A1_A2_g2047.t1	718774	237
Mvlyc1064A1_A1	720267	721803	Mvlyc1064A1_A1_g247.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	720267	238
Mvlyc1064A1_A1	724341	725782	Mvlyc1064A1_A1_g248.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	724341	239
Mvlyc1064A1_A1	725878	726223	Mvlyc1064A1_A1_g249.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	725878	240
Mvlyc1064A1_A1	728285	728899	Mvlyc1064A1_A1_g250.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	728285	241
Mvlyc1064A1_A1	729590	730657	Mvlyc1064A1_A1_g251.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	729590	242
Mvlyc1064A1_A1	732454	732700	Mvlyc1064A1_A1_g252.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	732454	243
Mvlyc1064A1_A1	733788	734006	Mvlyc1064A1_A1_g253.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	733788	244
Mvlyc1064A1_A1	734256	736130	Mvlyc1064A1_A1_g254.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	734256	245
Mvlyc1064A1_A1	738413	739348	Mvlyc1064A1_A1_g255.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	738413	246
Mvlyc1064A1_A1	739770	740360	Mvlyc1064A1_A1_g256.t1	Mvlyc1064A1	N	0.0412	0.0173	0.029	0.0084	Mvlyc1064A1_A2_g1963.t1	OG0001030	Mvlyc1064A1_A2_g1963.t1	739770	247
Mvlyc1064A1_A1	741065	742055	Mvlyc1064A1_A1_g257.t1	Mvlyc1064A1	N	0.0284	0.0129	0.0278	0.0081	Mvlyc1064A1_A2_g1962.t1	OG0001031	Mvlyc1064A1_A2_g1962.t1	741065	248
Mvlyc1064A1_A1	742628	743938	Mvlyc1064A1_A1_g258.t1	Mvlyc1064A1	N	0.0476	0.0161	0.0434	0.0101	Mvlyc1064A1_A2_g2694.t1	OG0001032	Mvlyc1064A1_A2_g2694.t1	742628	249
Mvlyc1064A1_A1	745290	746224	Mvlyc1064A1_A1_g259.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	745290	250
Mvlyc1064A1_A1	746234	750364	Mvlyc1064A1_A1_g260.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	746234	251
Mvlyc1064A1_A1	750541	751492	Mvlyc1064A1_A1_g262.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	750541	252
Mvlyc1064A1_A1	753010	753348	Mvlyc1064A1_A1_g263.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	753010	253
Mvlyc1064A1_A1	756318	757046	Mvlyc1064A1_A1_g264.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	756318	254
Mvlyc1064A1_A1	757077	760784	Mvlyc1064A1_A1_g265.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	757077	255
Mvlyc1064A1_A1	761357	762354	Mvlyc1064A1_A1_g266.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	761357	256
Mvlyc1064A1_A1	762397	762732	Mvlyc1064A1_A1_g268.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	762397	257
Mvlyc1064A1_A1	762986	763692	Mvlyc1064A1_A1_g269.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	762986	258
Mvlyc1064A1_A1	764042	764724	Mvlyc1064A1_A1_g270.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	764042	259
Mvlyc1064A1_A1	764843	766003	Mvlyc1064A1_A1_g271.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	764843	260
Mvlyc1064A1_A1	768811	769465	Mvlyc1064A1_A1_g272.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	768811	261
Mvlyc1064A1_A1	771661	772281	Mvlyc1064A1_A1_g273.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	771661	262
Mvlyc1064A1_A1	773454	773657	Mvlyc1064A1_A1_g274.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	773454	263
Mvlyc1064A1_A1	773907	776235	Mvlyc1064A1_A1_g275.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	773907	264
Mvlyc1064A1_A1	776380	779098	Mvlyc1064A1_A1_g276.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	776380	265
Mvlyc1064A1_A1	780894	781895	Mvlyc1064A1_A1_g277.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	780894	266
Mvlyc1064A1_A1	782234	783980	Mvlyc1064A1_A1_g278.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	782234	267
Mvlyc1064A1_A1	787640	790425	Mvlyc1064A1_A1_g279.t1	Mvlyc1064A1	N	0.0243	0.0055	0.025	0.0037	Mvlyc1064A1_A2_g2108.t1	OG0001037	Mvlyc1064A1_A2_g2108.t1	787640	268
Mvlyc1064A1_A1	790625	795162	Mvlyc1064A1_A1_g280.t1	Mvlyc1064A1	N	0.0308	0.0054	0.0199	0.0028	Mvlyc1064A1_A2_g2107.t1	OG0001038	Mvlyc1064A1_A2_g2107.t1	790625	269
Mvlyc1064A1_A1	795631	796542	Mvlyc1064A1_A1_g281.t1	Mvlyc1064A1	N	0.0415	0.016	0.0034	0.0024	Mvlyc1064A1_A2_g2106.t1	OG0001039	Mvlyc1064A1_A2_g2106.t1	795631	270
Mvlyc1064A1_A1	796977	799849	Mvlyc1064A1_A1_g282.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	796977	271
Mvlyc1064A1_A1	802981	804204	Mvlyc1064A1_A1_g283.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	802981	272
Mvlyc1064A1_A1	804479	804887	Mvlyc1064A1_A1_g284.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	804479	273
Mvlyc1064A1_A1	806553	807344	Mvlyc1064A1_A1_g285.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	806553	274
Mvlyc1064A1_A1	808955	815785	Mvlyc1064A1_A1_g286.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	808955	275
Mvlyc1064A1_A1	809271	812959	Mvlyc1064A1_A1_g287.t1	Mvlyc1064A1	N	0.1065	0.0117	0.0594	0.005	Mvlyc1064A1_A2_g1615.t1	OG0001040	Mvlyc1064A1_A2_g1615.t1	809271	276
Mvlyc1064A1_A1	817323	819348	Mvlyc1064A1_A1_g288.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	817323	277
Mvlyc1064A1_A1	820140	821095	Mvlyc1064A1_A1_g289.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	820140	278
Mvlyc1064A1_A1	821510	825259	Mvlyc1064A1_A1_g290.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	821510	279
Mvlyc1064A1_A1	825667	826818	Mvlyc1064A1_A1_g291.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	825667	280
Mvlyc1064A1_A1	828697	829688	Mvlyc1064A1_A1_g293.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	828697	282
Mvlyc1064A1_A1	831911	833990	Mvlyc1064A1_A1_g294.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	831911	283
Mvlyc1064A1_A1	834376	836308	Mvlyc1064A1_A1_g295.t1	Mvlyc1064A1	N	0.047	0.0107	0.0336	0.0054	Mvlyc1064A1_A2_g1376.t1	OG0001042	Mvlyc1064A1_A2_g1376.t1	834376	284
Mvlyc1064A1_A1	837338	838797	Mvlyc1064A1_A1_g296.t1	Mvlyc1064A1	N	0.0059	0.0042	0.0012	0.0012	Mvlyc1064A1_A2_g1377.t1	OG0001043	Mvlyc1064A1_A2_g1377.t1	837338	285
Mvlyc1064A1_A1	838903	841231	Mvlyc1064A1_A1_g297.t2	Mvlyc1064A1	N	0.0037	0.0026	7e-04	7e-04	Mvlyc1064A1_A2_g1378.t2	OG0001044	Mvlyc1064A1_A2_g1378.t2	838903	286
Mvlyc1064A1_A1	841678	844038	Mvlyc1064A1_A1_g298.t1	Mvlyc1064A1	N	0.0019	0.0019	7e-04	7e-04	Mvlyc1064A1_A2_g1379.t1	OG0001045	Mvlyc1064A1_A2_g1379.t1	841678	287
Mvlyc1064A1_A1	844814	848787	Mvlyc1064A1_A1_g299.t4	Mvlyc1064A1	N	0.0049	0.0022	0	0	Mvlyc1064A1_A2_g1380.t4	OG0001046	Mvlyc1064A1_A2_g1380.t4	844814	288
Mvlyc1064A1_A1	849156	852184	Mvlyc1064A1_A1_g300.t2	Mvlyc1064A1	N	0.0037	0.0026	0.0034	0.0013	Mvlyc1064A1_A2_g1381.t2	OG0001047	Mvlyc1064A1_A2_g1381.t2	849156	289
Mvlyc1064A1_A1	852461	853825	Mvlyc1064A1_A1_g301.t2	Mvlyc1064A1	N	0	0	0	0	Mvlyc1064A1_A2_g1382.t2	OG0001048	Mvlyc1064A1_A2_g1382.t2	852461	290
Mvlyc1064A1_A1	854394	856791	Mvlyc1064A1_A1_g302.t2	Mvlyc1064A1	N	0.0018	0.0018	6e-04	6e-04	Mvlyc1064A1_A2_g1383.t2	OG0001049	Mvlyc1064A1_A2_g1383.t2	854394	291
Mvlyc1064A1_A1	858598	859591	Mvlyc1064A1_A1_g303.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	858598	292
Mvlyc1064A1_A1	863010	863649	Mvlyc1064A1_A1_g304.t1	Mvlyc1064A1	N	0.0218	0.022	0.0119	0.0084	Mvlyc1064A1_A2_g1599.t1	OG0001050	Mvlyc1064A1_A2_g1599.t1	863010	293
Mvlyc1064A1_A1	866290	867855	Mvlyc1064A1_A1_g305.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	866290	294
Mvlyc1064A1_A1	870248	870667	Mvlyc1064A1_A1_g306.t1	Mvlyc1064A1	N	0.0813	0.0481	0.0055	0.0055	Mvlyc1064A1_A2_g1597.t1	OG0001051	Mvlyc1064A1_A2_g1597.t1	870248	295
Mvlyc1064A1_A1	875422	876411	Mvlyc1064A1_A1_g307.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	875422	296
Mvlyc1064A1_A1	876591	877428	Mvlyc1064A1_A1_g308.t1	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	876591	297
Mvlyc1064A1_A1	879158	880186	Mvlyc1064A1_A1_g309.t2	Mvlyc1064A1	N	NA	NA	NA	NA	NA	NA	NA	879158	298
Mvlyc1064A1_A1	883277	884465	Mvlyc1064A1_A1_g310.t1	Mvlyc1064A1	N	0.0314	0.0126	0.0348	0.0072	Mvlyc1064A1_A2_g1596.t1	OG0001053	Mvlyc1064A1_A2_g1596.t1	883277	299
